LNG,Data,Viti,Muaji,Instituti,GROUPNAME,PARASHIKIM,Kolona 1,Kolona 2,Kolona 3,Kolona 4,Kolona 5,Shuma
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on birth certificates,,"13,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Certificate on coronation,,"3,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on death certificates,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Other administrative taxes,,"497,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on weapons,,"31,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on urbanistic permit,,"4,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on civil usage of explosives,,"5,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Asset revenue,,,"22,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Fine- sentence ravenvues,,,"292,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Inter department Revenues,,,"205,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Licence revenues,,,"1,375,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Other admissions,,,"142,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Other non taxable revenues,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues from inspections,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues from licences of oil department,,,"344,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues from rents of public facilities,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues of airport concession,,,"2,000,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Service/asset revenues,,,"937,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Immediate KPA financing,,,,"28,934,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Admissions - sub loans,,,"348,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Difference in foreign exchange,,,"1,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Previous year Revenues,,,"942,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Return of advace from last year,,,"8,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,PE lending returns,,,,"4,000,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Administrative tax revenues,,,"4,941,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,7,Own source Revenues,Central Budgetary organizations,Asset revenue,,,"20,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Fine- sentence ravenvues,,,"3,297,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,"Ministry of Agriculture, Forestry, and Rural Development",,"1,462,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Trade and Industry,,"560,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Health,,"1,682,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Justice,,"20,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,"Ministry of Education, Science, and Technology",,"78,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Telecommunications Regulatory Authority,,"5,343,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Energy Regulatory Office,,"590,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Civil Aviation Authority,,"9,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Independent Commission for Mines and Minerals,,"5,887,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Independent Media Commission,,"215,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,8,Own source Revenues,Central Budgetary organizations,Other admissions,,,"40,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,Ministry of Health,,"1,679,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,"Ministry of Culture, Youth, and Sports",,"25,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,"Ministry of Education, Science, and Technology",,"2,413,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,University of Prishtina,,"9,907,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,6,Own source Revenues,Central Budgetary organizations,Revenues from inspections,,,"5,537,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Service/asset revenues,,,"1,129,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Municipalities,,,,"59,448,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,"Interes tax, divident, rent, gambling",,,,"1,631,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Licence on games,,,,"659,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Non specified taxes,,,,"62,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Personal income tax,,,,"60,089,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Presumptive tax,,,,"405,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Profit tax,,,,"116,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,"Returns from rent, profits, gambling",,,,0.00€
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Returns of personal income tax,,,,"-251,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Returns the value added tax,,,,"-31,049,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Revenues on waste sale,,,,"3,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,TAK fine revenues,,,,"2,376,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax on corporate income,,,,"62,681,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax on individual business,,,,"25,932,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax returns for businesses,,,,"-31,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax returns for corporations,,,,"-1,432,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Value added tax,,,,"129,581,000.00€"
Eng,1/1/2012,2012,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,VAT deferred,,,,"379,000.00€"
